type_qid;type_label;root_qid;root_label
Q123975001;Q123975001;Q180684;military conflict
Q124012559;Q124012559;Q180684;military conflict
Q124023201;Q124023201;Q180684;military conflict
Q12527811;Q12527811;Q180684;military conflict
Q125384445;Q125384445;Q180684;military conflict
Q12540139;Q12540139;Q180684;military conflict
Q125471889;Q125471889;Q180684;military conflict
Q125471901;Q125471901;Q180684;military conflict
Q125471913;Q125471913;Q180684;military conflict
Q125505401;Q125505401;Q180684;military conflict
Q125505402;Q125505402;Q180684;military conflict
Q12551662;Q12551662;Q180684;military conflict
Q12551662;Q12551662;Q350604;battle
Q125537868;Q125537868;Q180684;military conflict
Q125537870;Q125537870;Q180684;military conflict
Q125637007;Q125637007;Q645883;civil conflict
Q125738559;Q125738559;Q180684;military conflict
Q12593535;Q12593535;Q180684;military conflict
Q125961950;Q125961950;Q645883;civil conflict
Q126048147;Q126048147;Q180684;military conflict
Q126112424;Q126112424;Q180684;military conflict
Q126112709;Q126112709;Q180684;military conflict
Q126939107;Q126939107;Q180684;military conflict
Q127839240;Q127839240;Q180684;military conflict
Q1288220;Q1288220;Q180684;military conflict
Q129754761;Q129754761;Q180684;military conflict
Q129754784;Q129754784;Q180684;military conflict
Q129754880;Q129754880;Q180684;military conflict
Q129820073;Q129820073;Q180684;military conflict
Q129836725;Q129836725;Q180684;military conflict
Q129836757;Q129836757;Q180684;military conflict
Q129843444;Q129843444;Q180684;military conflict
Q131141356;Q131141356;Q180684;military conflict
Q131161328;Q131161328;Q180684;military conflict
Q131381781;Q131381781;Q180684;military conflict
Q13142674;Q13142674;Q180684;military conflict
Q131440979;Q131440979;Q180684;military conflict
Q131705244;Q131705244;Q180684;military conflict
Q133274054;Q133274054;Q180684;military conflict
Q133274076;Q133274076;Q180684;military conflict
Q133274078;Q133274078;Q180684;military conflict
Q133274079;Q133274079;Q180684;military conflict
Q133274111;Q133274111;Q180684;military conflict
Q133274112;Q133274112;Q180684;military conflict
Q133274121;Q133274121;Q180684;military conflict
Q133274123;Q133274123;Q180684;military conflict
Q133274256;Q133274256;Q180684;military conflict
Q133274258;Q133274258;Q180684;military conflict
Q133274270;Q133274270;Q180684;military conflict
Q133274390;Q133274390;Q180684;military conflict
Q133274392;Q133274392;Q180684;military conflict
Q133274420;Q133274420;Q180684;military conflict
Q133274437;Q133274437;Q180684;military conflict
Q133274438;Q133274438;Q180684;military conflict
Q133274440;Q133274440;Q180684;military conflict
Q133275438;Q133275438;Q180684;military conflict
Q133275450;Q133275450;Q180684;military conflict
Q133275458;Q133275458;Q180684;military conflict
Q133275463;Q133275463;Q180684;military conflict
Q133275530;Q133275530;Q180684;military conflict
Q133275535;Q133275535;Q180684;military conflict
Q133275546;Q133275546;Q180684;military conflict
Q133275551;Q133275551;Q180684;military conflict
Q133286368;Q133286368;Q180684;military conflict
Q133286383;Q133286383;Q180684;military conflict
Q133286387;Q133286387;Q180684;military conflict
Q133286388;Q133286388;Q180684;military conflict
Q133286393;Q133286393;Q180684;military conflict
Q133286394;Q133286394;Q180684;military conflict
Q133286395;Q133286395;Q180684;military conflict
Q133286414;Q133286414;Q180684;military conflict
Q133286417;Q133286417;Q180684;military conflict
Q133286431;Q133286431;Q180684;military conflict
Q133286432;Q133286432;Q180684;military conflict
Q133286473;Q133286473;Q180684;military conflict
Q133286474;Q133286474;Q180684;military conflict
Q133286490;Q133286490;Q180684;military conflict
Q133286561;Q133286561;Q180684;military conflict
Q133286604;Q133286604;Q180684;military conflict
Q133286609;Q133286609;Q180684;military conflict
Q133286615;Q133286615;Q180684;military conflict
Q133286618;Q133286618;Q180684;military conflict
Q133286662;Q133286662;Q180684;military conflict
Q133286663;Q133286663;Q180684;military conflict
Q133286670;Q133286670;Q180684;military conflict
Q133286673;Q133286673;Q180684;military conflict
Q133286674;Q133286674;Q180684;military conflict
Q133286675;Q133286675;Q180684;military conflict
Q133286709;Q133286709;Q180684;military conflict
Q133286731;Q133286731;Q180684;military conflict
Q133286732;Q133286732;Q180684;military conflict
Q133286734;Q133286734;Q180684;military conflict
Q133286735;Q133286735;Q180684;military conflict
Q133286751;Q133286751;Q180684;military conflict
Q133286753;Q133286753;Q180684;military conflict
Q133286756;Q133286756;Q180684;military conflict
Q133286761;Q133286761;Q180684;military conflict
Q133286762;Q133286762;Q180684;military conflict
Q133286766;Q133286766;Q180684;military conflict
Q133286768;Q133286768;Q180684;military conflict
Q133286771;Q133286771;Q180684;military conflict
Q133286775;Q133286775;Q180684;military conflict
Q133286777;Q133286777;Q180684;military conflict
Q133286778;Q133286778;Q180684;military conflict
Q133286801;Q133286801;Q180684;military conflict
Q133286806;Q133286806;Q180684;military conflict
Q133286812;Q133286812;Q180684;military conflict
Q133286815;Q133286815;Q180684;military conflict
Q133286840;Q133286840;Q180684;military conflict
Q133286841;Q133286841;Q180684;military conflict
Q133286868;Q133286868;Q180684;military conflict
Q133286883;Q133286883;Q180684;military conflict
Q133286891;Q133286891;Q180684;military conflict
Q133286898;Q133286898;Q180684;military conflict
Q133286966;Q133286966;Q180684;military conflict
Q133286967;Q133286967;Q180684;military conflict
Q133286984;Q133286984;Q180684;military conflict
Q133286992;Q133286992;Q180684;military conflict
Q133287014;Q133287014;Q180684;military conflict
Q133287015;Q133287015;Q180684;military conflict
Q133287016;Q133287016;Q180684;military conflict
Q133287019;Q133287019;Q180684;military conflict
Q133287028;Q133287028;Q180684;military conflict
Q133287030;Q133287030;Q180684;military conflict
Q133287031;Q133287031;Q180684;military conflict
Q133287038;Q133287038;Q180684;military conflict
Q133287039;Q133287039;Q180684;military conflict
Q133287078;Q133287078;Q180684;military conflict
Q133287079;Q133287079;Q180684;military conflict
Q133287080;Q133287080;Q180684;military conflict
Q133287081;Q133287081;Q180684;military conflict
Q133287116;Q133287116;Q180684;military conflict
Q133287127;Q133287127;Q180684;military conflict
Q133287128;Q133287128;Q180684;military conflict
Q133287136;Q133287136;Q180684;military conflict
Q133287138;Q133287138;Q180684;military conflict
Q133287140;Q133287140;Q180684;military conflict
Q133287148;Q133287148;Q180684;military conflict
Q133287153;Q133287153;Q180684;military conflict
Q133287154;Q133287154;Q180684;military conflict
Q133287156;Q133287156;Q180684;military conflict
Q133287159;Q133287159;Q180684;military conflict
Q133287204;Q133287204;Q180684;military conflict
Q133287214;Q133287214;Q180684;military conflict
Q133287217;Q133287217;Q180684;military conflict
Q133287734;Q133287734;Q180684;military conflict
Q133287747;Q133287747;Q180684;military conflict
Q133287764;Q133287764;Q180684;military conflict
Q133287765;Q133287765;Q180684;military conflict
Q133287786;Q133287786;Q180684;military conflict
Q133287798;Q133287798;Q180684;military conflict
Q133287804;Q133287804;Q180684;military conflict
Q133287806;Q133287806;Q180684;military conflict
Q133287809;Q133287809;Q180684;military conflict
Q133287815;Q133287815;Q180684;military conflict
Q133287862;Q133287862;Q180684;military conflict
Q133287863;Q133287863;Q180684;military conflict
Q133287864;Q133287864;Q180684;military conflict
Q133460173;Q133460173;Q180684;military conflict
Q133460174;Q133460174;Q180684;military conflict
Q133460188;Q133460188;Q180684;military conflict
Q133467472;Q133467472;Q180684;military conflict
Q133467526;Q133467526;Q180684;military conflict
Q133467683;Q133467683;Q180684;military conflict
Q133467704;Q133467704;Q180684;military conflict
Q133467706;Q133467706;Q180684;military conflict
Q133467780;Q133467780;Q180684;military conflict
Q133467798;Q133467798;Q180684;military conflict
Q133478428;Q133478428;Q180684;military conflict
Q133478464;Q133478464;Q180684;military conflict
Q133503472;Q133503472;Q180684;military conflict
Q133503478;Q133503478;Q180684;military conflict
Q133503614;Q133503614;Q180684;military conflict
Q133503616;Q133503616;Q180684;military conflict
Q133503617;Q133503617;Q180684;military conflict
Q133503620;Q133503620;Q180684;military conflict
Q133810486;Q133810486;Q180684;military conflict
Q133810488;Q133810488;Q180684;military conflict
Q133812473;Q133812473;Q180684;military conflict
Q133812474;Q133812474;Q180684;military conflict
Q133812475;Q133812475;Q180684;military conflict
Q133812482;Q133812482;Q180684;military conflict
Q133812483;Q133812483;Q180684;military conflict
Q133812484;Q133812484;Q180684;military conflict
Q133812485;Q133812485;Q180684;military conflict
Q133812491;Q133812491;Q180684;military conflict
Q133812501;Q133812501;Q180684;military conflict
Q133812506;Q133812506;Q180684;military conflict
Q133812507;Q133812507;Q180684;military conflict
Q133812508;Q133812508;Q180684;military conflict
Q133812510;Q133812510;Q180684;military conflict
Q133812511;Q133812511;Q180684;military conflict
Q133812525;Q133812525;Q180684;military conflict
Q133812527;Q133812527;Q180684;military conflict
Q133812551;Q133812551;Q180684;military conflict
Q133812591;Q133812591;Q180684;military conflict
Q133812592;Q133812592;Q180684;military conflict
Q133812595;Q133812595;Q180684;military conflict
Q133812640;Q133812640;Q180684;military conflict
Q133812655;Q133812655;Q180684;military conflict
Q133812656;Q133812656;Q180684;military conflict
Q133812659;Q133812659;Q180684;military conflict
Q133812660;Q133812660;Q180684;military conflict
Q133812752;Q133812752;Q180684;military conflict
Q133812755;Q133812755;Q180684;military conflict
Q133812757;Q133812757;Q180684;military conflict
Q133812761;Q133812761;Q180684;military conflict
Q133812778;Q133812778;Q180684;military conflict
Q133812840;Q133812840;Q180684;military conflict
Q133812841;Q133812841;Q180684;military conflict
Q133812862;Q133812862;Q180684;military conflict
Q133812892;Q133812892;Q180684;military conflict
Q133812951;Q133812951;Q180684;military conflict
Q133812957;Q133812957;Q180684;military conflict
Q133812986;Q133812986;Q180684;military conflict
Q133812987;Q133812987;Q180684;military conflict
Q133813016;Q133813016;Q180684;military conflict
Q133813027;Q133813027;Q180684;military conflict
Q133813029;Q133813029;Q180684;military conflict
Q133813030;Q133813030;Q180684;military conflict
Q133813031;Q133813031;Q180684;military conflict
Q133813034;Q133813034;Q180684;military conflict
Q133813079;Q133813079;Q180684;military conflict
Q133813080;Q133813080;Q180684;military conflict
Q133813082;Q133813082;Q180684;military conflict
Q133813084;Q133813084;Q180684;military conflict
Q133813085;Q133813085;Q180684;military conflict
Q133813159;Q133813159;Q180684;military conflict
Q133813166;Q133813166;Q180684;military conflict
Q133813169;Q133813169;Q180684;military conflict
Q133813170;Q133813170;Q180684;military conflict
Q133813655;Q133813655;Q180684;military conflict
Q133814489;Q133814489;Q180684;military conflict
Q133814493;Q133814493;Q180684;military conflict
Q133814909;Q133814909;Q180684;military conflict
Q133815130;Q133815130;Q180684;military conflict
Q133815131;Q133815131;Q180684;military conflict
Q133815135;Q133815135;Q180684;military conflict
Q133815272;Q133815272;Q180684;military conflict
Q133815304;Q133815304;Q180684;military conflict
Q133815305;Q133815305;Q180684;military conflict
Q133815329;Q133815329;Q180684;military conflict
Q133815347;Q133815347;Q180684;military conflict
Q133815355;Q133815355;Q180684;military conflict
Q133815398;Q133815398;Q180684;military conflict
Q133815450;Q133815450;Q180684;military conflict
Q133815487;Q133815487;Q180684;military conflict
Q133815525;Q133815525;Q180684;military conflict
Q133815526;Q133815526;Q180684;military conflict
Q133815528;Q133815528;Q180684;military conflict
Q133815530;Q133815530;Q180684;military conflict
Q133815636;Q133815636;Q180684;military conflict
Q133815639;Q133815639;Q180684;military conflict
Q133815640;Q133815640;Q180684;military conflict
Q133815647;Q133815647;Q180684;military conflict
Q133815712;Q133815712;Q180684;military conflict
Q133815751;Q133815751;Q180684;military conflict
Q133815804;Q133815804;Q180684;military conflict
Q133815805;Q133815805;Q180684;military conflict
Q133815806;Q133815806;Q180684;military conflict
Q133815808;Q133815808;Q180684;military conflict
Q133815810;Q133815810;Q180684;military conflict
Q133815915;Q133815915;Q180684;military conflict
Q133815918;Q133815918;Q180684;military conflict
Q133815948;Q133815948;Q180684;military conflict
Q133816038;Q133816038;Q180684;military conflict
Q133816044;Q133816044;Q180684;military conflict
Q133816045;Q133816045;Q180684;military conflict
Q133816064;Q133816064;Q180684;military conflict
Q133816077;Q133816077;Q180684;military conflict
Q133816181;Q133816181;Q180684;military conflict
Q133819479;Q133819479;Q180684;military conflict
Q133819480;Q133819480;Q180684;military conflict
Q133819481;Q133819481;Q180684;military conflict
Q133819511;Q133819511;Q180684;military conflict
Q133819521;Q133819521;Q180684;military conflict
Q133819523;Q133819523;Q180684;military conflict
Q133819524;Q133819524;Q180684;military conflict
Q133819525;Q133819525;Q180684;military conflict
Q133819527;Q133819527;Q180684;military conflict
Q133819529;Q133819529;Q180684;military conflict
Q133819530;Q133819530;Q180684;military conflict
Q133819531;Q133819531;Q180684;military conflict
Q133819533;Q133819533;Q180684;military conflict
Q133819646;Q133819646;Q180684;military conflict
Q133819718;Q133819718;Q180684;military conflict
Q133819728;Q133819728;Q180684;military conflict
Q133819778;Q133819778;Q180684;military conflict
Q133819783;Q133819783;Q180684;military conflict
Q133819786;Q133819786;Q180684;military conflict
Q133819800;Q133819800;Q180684;military conflict
Q133819805;Q133819805;Q180684;military conflict
Q133820116;Q133820116;Q180684;military conflict
Q133820117;Q133820117;Q180684;military conflict
Q133820121;Q133820121;Q180684;military conflict
Q133820122;Q133820122;Q180684;military conflict
Q133820123;Q133820123;Q180684;military conflict
Q133820256;Q133820256;Q180684;military conflict
Q133820272;Q133820272;Q180684;military conflict
Q133820322;Q133820322;Q180684;military conflict
Q133820328;Q133820328;Q180684;military conflict
Q133820331;Q133820331;Q180684;military conflict
Q133820334;Q133820334;Q180684;military conflict
Q133824708;Q133824708;Q180684;military conflict
Q133824709;Q133824709;Q180684;military conflict
Q133824716;Q133824716;Q180684;military conflict
Q133824727;Q133824727;Q180684;military conflict
Q133824790;Q133824790;Q180684;military conflict
Q133824795;Q133824795;Q180684;military conflict
Q133824872;Q133824872;Q180684;military conflict
Q133825051;Q133825051;Q180684;military conflict
Q133825052;Q133825052;Q180684;military conflict
Q133828318;Q133828318;Q180684;military conflict
Q133829250;Q133829250;Q180684;military conflict
Q133829259;Q133829259;Q180684;military conflict
Q133829307;Q133829307;Q180684;military conflict
Q133829318;Q133829318;Q180684;military conflict
Q133830554;Q133830554;Q180684;military conflict
Q133830766;Q133830766;Q180684;military conflict
Q133830855;Q133830855;Q180684;military conflict
Q133830868;Q133830868;Q180684;military conflict
Q133859305;Q133859305;Q180684;military conflict
Q134454990;Q134454990;Q180684;military conflict
Q134454990;Q134454990;Q350604;battle
Q1348047;Q1348047;Q180684;military conflict
Q1349831;Q1349831;Q180684;military conflict
Q135400588;Q135400588;Q180684;military conflict
Q135400803;Q135400803;Q180684;military conflict
Q135400900;Q135400900;Q180684;military conflict
Q135415154;Q135415154;Q180684;military conflict
Q136358851;Q136358851;Q180684;military conflict
Q1409414;Q1409414;Q180684;military conflict
Q14806537;Q14806537;Q180684;military conflict
Q15849377;Q15849377;Q180684;military conflict
Q15908416;Q15908416;Q180684;military conflict
Q15919006;Q15919006;Q180684;military conflict
Q16034281;Q16034281;Q180684;military conflict
Q16553259;Q16553259;Q180684;military conflict
Q1664663;Q1664663;Q180684;military conflict
Q16713422;Q16713422;Q180684;military conflict
Q16714335;Q16714335;Q180684;military conflict
Q16714337;Q16714337;Q180684;military conflict
Q16714340;Q16714340;Q180684;military conflict
Q16714342;Q16714342;Q180684;military conflict
Q16714344;Q16714344;Q180684;military conflict
Q16714348;Q16714348;Q180684;military conflict
Q16714350;Q16714350;Q180684;military conflict
Q16714352;Q16714352;Q180684;military conflict
Q16714354;Q16714354;Q180684;military conflict
Q16714356;Q16714356;Q180684;military conflict
Q1726409;Q1726409;Q180684;military conflict
Q17494967;Q17494967;Q180684;military conflict
Q1797316;Q1797316;Q180684;military conflict
Q18279614;Q18279614;Q180684;military conflict
Q18545643;Q18545643;Q180684;military conflict
Q1863747;Q1863747;Q180684;military conflict
Q19692664;Q19692664;Q180684;military conflict
Q19692666;Q19692666;Q180684;military conflict
Q19692667;Q19692667;Q180684;military conflict
Q19724875;Q19724875;Q645883;civil conflict
Q19772490;Q19772490;Q180684;military conflict
Q19772491;Q19772491;Q180684;military conflict
Q19772492;Q19772492;Q180684;military conflict
Q19850449;Q19850449;Q180684;military conflict
Q20064845;Q20064845;Q180684;military conflict
Q2029384;Q2029384;Q180684;military conflict
Q2047421;Q2047421;Q180684;military conflict
Q20735954;Q20735954;Q180684;military conflict
Q2116757;Q2116757;Q180684;military conflict
Q2116757;Q2116757;Q350604;battle
Q21392779;Q21392779;Q180684;military conflict
Q21392790;Q21392790;Q180684;military conflict
Q2144800;Q2144800;Q180684;military conflict
Q2168332;Q2168332;Q180684;military conflict
Q21843452;Q21843452;Q180684;military conflict
Q2276414;Q2276414;Q180684;military conflict
Q2292353;Q2292353;Q180684;military conflict
Q2324008;Q2324008;Q180684;military conflict
Q2332799;Q2332799;Q180684;military conflict
Q2352868;Q2352868;Q180684;military conflict
Q2355310;Q2355310;Q180684;military conflict
Q2355716;Q2355716;Q180684;military conflict
Q2355716;Q2355716;Q350604;battle
Q23642660;Q23642660;Q180684;military conflict
Q23658042;Q23658042;Q180684;military conflict
Q2392404;Q2392404;Q180684;military conflict
Q24934929;Q24934929;Q180684;military conflict
Q2514015;Q2514015;Q180684;military conflict
Q2549600;Q2549600;Q180684;military conflict
Q2732241;Q2732241;Q180684;military conflict
Q27889468;Q27889468;Q180684;military conflict
Q2823674;Q2823674;Q180684;military conflict
Q2839588;Q2839588;Q180684;military conflict
Q2865639;Q2865639;Q180684;military conflict
Q28666573;Q28666573;Q180684;military conflict
Q28667722;Q28667722;Q180684;military conflict
Q28667788;Q28667788;Q180684;military conflict
Q2877903;Q2877903;Q180684;military conflict
Q2997934;Q2997934;Q180684;military conflict
Q2997940;Q2997940;Q180684;military conflict
Q30888406;Q30888406;Q180684;military conflict
Q30888613;Q30888613;Q180684;military conflict
Q30889028;Q30889028;Q180684;military conflict
Q30889342;Q30889342;Q180684;military conflict
Q30891623;Q30891623;Q180684;military conflict
Q30928406;Q30928406;Q180684;military conflict
Q31896965;Q31896965;Q180684;military conflict
Q32028215;Q32028215;Q180684;military conflict
Q3215231;Q3215231;Q180684;military conflict
Q3228875;Q3228875;Q180684;military conflict
Q32362634;Q32362634;Q180684;military conflict
Q3296012;Q3296012;Q180684;military conflict
Q3317404;Q3317404;Q180684;military conflict
Q3420130;Q3420130;Q180684;military conflict
Q3457824;Q3457824;Q180684;military conflict
Q4137731;Q4137731;Q180684;military conflict
Q4137733;Q4137733;Q180684;military conflict
Q4137734;Q4137734;Q180684;military conflict
Q4137736;Q4137736;Q180684;military conflict
Q4137739;Q4137739;Q180684;military conflict
Q4137741;Q4137741;Q180684;military conflict
Q4137744;Q4137744;Q180684;military conflict
Q4137745;Q4137745;Q180684;military conflict
Q4137747;Q4137747;Q180684;military conflict
Q4137756;Q4137756;Q180684;military conflict
Q4137759;Q4137759;Q180684;military conflict
Q4137760;Q4137760;Q180684;military conflict
Q4137763;Q4137763;Q180684;military conflict
Q4137765;Q4137765;Q180684;military conflict
Q4137772;Q4137772;Q180684;military conflict
Q4137775;Q4137775;Q180684;military conflict
Q4197896;Q4197896;Q180684;military conflict
Q4311061;Q4311061;Q180684;military conflict
Q4311061;Q4311061;Q645883;civil conflict
Q4311061;Q4311061;Q350604;battle
Q4476549;Q4476549;Q180684;military conflict
Q48944981;Q48944981;Q180684;military conflict
Q48947201;Q48947201;Q180684;military conflict
Q5493480;Q5493480;Q180684;military conflict
Q55659753;Q55659753;Q180684;military conflict
Q55659754;Q55659754;Q180684;military conflict
Q55659755;Q55659755;Q180684;military conflict
Q56315594;Q56315594;Q180684;military conflict
Q56349462;Q56349462;Q180684;military conflict
Q56398985;Q56398985;Q180684;military conflict
Q5651642;Q5651642;Q180684;military conflict
Q5730419;Q5730419;Q180684;military conflict
Q60029764;Q60029764;Q180684;military conflict
Q60826226;Q60826226;Q180684;military conflict
Q6149939;Q6149939;Q180684;military conflict
Q62020230;Q62020230;Q180684;military conflict
Q63974624;Q63974624;Q180684;military conflict
Q64438516;Q64438516;Q180684;military conflict
Q65164730;Q65164730;Q180684;military conflict
Q65165610;Q65165610;Q180684;military conflict
Q65243848;Q65243848;Q180684;military conflict
Q65267555;Q65267555;Q180684;military conflict
Q66363230;Q66363230;Q180684;military conflict
Q66363230;Q66363230;Q645883;civil conflict
Q66363230;Q66363230;Q350604;battle
Q759797;Q759797;Q180684;military conflict
Q759798;Q759798;Q180684;military conflict
Q76160314;Q76160314;Q180684;military conflict
Q81376620;Q81376620;Q180684;military conflict
Q81376626;Q81376626;Q180684;military conflict
Q81376675;Q81376675;Q180684;military conflict
Q81376685;Q81376685;Q180684;military conflict
Q81376693;Q81376693;Q180684;military conflict
Q85305773;Q85305773;Q180684;military conflict
Q86681411;Q86681411;Q180684;military conflict
Q86726484;Q86726484;Q180684;military conflict
Q885211;Q885211;Q645883;civil conflict
Q89822180;Q89822180;Q180684;military conflict
Q9139064;Q9139064;Q180684;military conflict
Q97006937;Q97006937;Q180684;military conflict
Q97007122;Q97007122;Q180684;military conflict
Q97007449;Q97007449;Q180684;military conflict
Q97178039;Q97178039;Q180684;military conflict
Q97960925;Q97960925;Q180684;military conflict
Q97999411;Q97999411;Q180684;military conflict
Q98085342;Q98085342;Q180684;military conflict
Q124697151;Qaem;Q180684;military conflict
Q121926321;Qaem;Q180684;military conflict
Q22949271;Qatar and state-sponsored terrorism;Q645883;civil conflict
Q48731975;QRSAM;Q180684;military conflict
Q1859176;quail fighting;Q180684;military conflict
Q2357965;quarrel;Q180684;military conflict
Q7311306;Questão religiosa;Q180684;military conflict
Q7265620;QW-1 Vanguard;Q180684;military conflict
Q753803;QW-2;Q180684;military conflict
Q15965742;QW-3;Q180684;military conflict
Q82827;R-25 Vulkan;Q180684;military conflict
Q752536;R-73;Q180684;military conflict
Q7278372;Raad;Q180684;military conflict
Q6878284;Radar lock-on;Q180684;military conflict
Q6878284;Radar lock-on;Q645883;civil conflict
Q6878284;Radar lock-on;Q350604;battle
Q476807;raide;Q645883;civil conflict
Q68157611;rally;Q180684;military conflict
Q7292715;Range war;Q180684;military conflict
Q7292715;Range war;Q350604;battle
Q942769;rat-baiting;Q180684;military conflict
Q89815516;Rattening;Q180684;military conflict
Q494497;razia;Q645883;civil conflict
Q6130595;razia;Q645883;civil conflict
Q1849777;RBS 23 BAMSE;Q180684;military conflict
Q1346290;RBS 70;Q180684;military conflict
Q1788694;rear;Q180684;military conflict
Q1788694;rear;Q350604;battle
Q124734;rebelião;Q180684;military conflict
Q124734;rebelião;Q350604;battle
Q2254427;rebelião das máquinas;Q180684;military conflict
Q2254427;rebelião das máquinas;Q350604;battle
Q1155622;rebelião de escravos;Q180684;military conflict
Q1155622;rebelião de escravos;Q350604;battle
Q2920604;rebelião prisional;Q180684;military conflict
Q15112333;rebeliões do período regencial brasileiro;Q180684;military conflict
Q15112333;rebeliões do período regencial brasileiro;Q350604;battle
Q264352;reconnaissance in force;Q180684;military conflict
Q264352;reconnaissance in force;Q645883;civil conflict
Q264352;reconnaissance in force;Q350604;battle
Q79791;Reconquista;Q180684;military conflict
Q79791;Reconquista;Q645883;civil conflict
Q79791;Reconquista;Q350604;battle
Q3001431;Recortes;Q180684;military conflict
Q7307130;reference question;Q180684;military conflict
Q783953;Reivindicações territoriais da Antártida;Q180684;military conflict
Q3023186;Reivindicações territoriais soviéticas contra a Turquia;Q180684;military conflict
Q124684292;relationship breakdown;Q180684;military conflict
Q97243058;relationship conflict;Q180684;military conflict
Q130544135;release of heifers;Q180684;military conflict
Q7311339;religious cleansing;Q180684;military conflict
Q7311342;religious controversy;Q180684;military conflict
Q86228393;religious question (Europe);Q180684;military conflict
Q5794065;Religious question during the Second Spanish Republic;Q180684;military conflict
Q125730744;Religious relations in Israel;Q180684;military conflict
Q7313519;rent strike;Q180684;military conflict
Q8561702;repartiment;Q645883;civil conflict
Q17400461;reply in the Diet;Q180684;military conflict
Q18236783;reputation and controversies of Hong Kong Police;Q180684;military conflict
Q84400137;resident action;Q180684;military conflict
Q1937612;resistência fiscal;Q180684;military conflict
Q111660983;resource war;Q198;war
Q111660983;resource war;Q180684;military conflict
Q111660983;resource war;Q350604;battle
Q1785729;Restoration Church of Jesus Christ of Latter Day Saints;Q180684;military conflict
Q1760704;retirada;Q645883;civil conflict
Q5441540;Retirada fingida;Q645883;civil conflict
Q7317803;Revelation in Mormonism;Q180684;military conflict
Q102076559;reverse strike;Q180684;military conflict
Q11410671;revocation suit;Q180684;military conflict
Q6107280;revolt;Q645883;civil conflict
Q13427116;revolta camponesa;Q180684;military conflict
Q13427116;revolta camponesa;Q645883;civil conflict
Q13427116;revolta camponesa;Q350604;battle
Q6103609;revolts during the Turkish War of Independence;Q645883;civil conflict
Q10931;revolução;Q180684;military conflict
Q751967;Revolução burguesa;Q180684;military conflict
Q2415843;revolução comunista;Q180684;military conflict
Q874579;revolução mundial;Q180684;military conflict
Q3827292;revolução não violenta;Q180684;military conflict
Q875948;revolução permanente;Q180684;military conflict
Q29502;revolução proletária;Q180684;military conflict
Q2279967;revolução social;Q180684;military conflict
Q5959004;Revolução tecnológica;Q180684;military conflict
Q3699;Revoluções de 1848 nos Estados alemães;Q180684;military conflict
Q1400365;Revoluções de 1848 nos estados italianos;Q645883;civil conflict
Q5555532;revolutionary general strike;Q180684;military conflict
Q3119121;revolutionary war;Q198;war
Q3119121;revolutionary war;Q180684;military conflict
Q3119121;revolutionary war;Q350604;battle
Q11604427;rice riot;Q180684;military conflict
Q255043;Rigorosum;Q180684;military conflict
Q7276786;RIM-101;Q180684;military conflict
Q7276789;RIM-113;Q180684;military conflict
Q1060737;RIM-116 Rolling Airframe Missile;Q180684;military conflict
Q900937;RIM-161 Standard Missile 3;Q180684;military conflict
Q1073199;RIM-162 ESSM;Q180684;military conflict
Q1051738;RIM-174 Standard ERAM;Q180684;military conflict
Q1190906;RIM-2 Terrier;Q180684;military conflict
Q44402;RIM-24 Tartar;Q180684;military conflict
Q1082702;RIM-50 Typhon;Q180684;military conflict
Q1054228;RIM-66 Standard MR;Q180684;military conflict
Q1136147;RIM-67 Standard ER;Q180684;military conflict
Q602715;RIM-7 Sea Sparrow;Q180684;military conflict
Q741489;RIM-8 Talos;Q180684;military conflict
Q3928291;RIM-85;Q180684;military conflict
Q633954;RIMPAC;Q645883;civil conflict
Q38482;Rinha;Q180684;military conflict
Q319771;rinha de galo;Q180684;military conflict
Q7335248;Rio Grande border dispute;Q180684;military conflict
Q3319892;riots and uprisings in Amsterdam;Q180684;military conflict
Q3319892;riots and uprisings in Amsterdam;Q350604;battle
Q17166488;Ristynės;Q180684;military conflict
Q2155583;riverine operations;Q180684;military conflict
Q2541205;road blocking;Q180684;military conflict
Q7356122;Rod Blagojevich controversies;Q180684;military conflict
Q7357511;Rodéo;Q180684;military conflict
Q705254;Roland;Q180684;military conflict
Q943496;role conflict;Q180684;military conflict
Q124684302;romantic relationship breakdown;Q180684;military conflict
Q1675174;Romzug;Q180684;military conflict
Q1675174;Romzug;Q645883;civil conflict
Q1675174;Romzug;Q350604;battle
Q55631960;Rook shooting;Q180684;military conflict
Q29530429;roundup;Q645883;civil conflict
Q7371358;rout;Q645883;civil conflict
Q16980448;Rowbottom;Q180684;military conflict
Q21644203;RS-25 Dal;Q180684;military conflict
Q1758846;RSA Missile;Q180684;military conflict
Q7277711;RSD 58;Q180684;military conflict
Q3452808;Rugball;Q180684;military conflict
Q2343450;Russian fist fighting;Q180684;military conflict
Q113535918;Russian occupation of Kyiv Oblast;Q645883;civil conflict
Q136212404;Russian sabotage operations in Europe;Q645883;civil conflict
Q131407017;Russian withdrawal from Syria;Q645883;civil conflict
Q28704246;Russian–Ukrainian church war;Q180684;military conflict
Q312471;S-125 Neva/Pechora;Q180684;military conflict
Q326673;S-200;Q180684;military conflict
Q164648;S-25 Berkut;Q180684;military conflict
Q1984243;S-300VM;Q180684;military conflict
Q4112522;S-350E Vityaz 50R6;Q180684;military conflict
Q24938354;S-375;Q180684;military conflict
